Decision-Maker,++,+,0,-,--,Target (Y/N),Based on,Confidence,Evidence items,Profile,Comments,Actual vote,Evaluate
"Ben Goldsborough (Labour, South Norfolk)",,,1,,,,no evidence,,0,mp-votes.html#mp-5205,No recorded activity on this area (ledger from 2026-02-03),,
"Ben Lake (Plaid Cymru, Ceredigion Preseli)",,,1,,,,no evidence,,0,mp-votes.html#mp-4630,No recorded activity on this area (ledger from 2026-02-03),,
"Ben Maguire (Liberal Democrat, North Cornwall)",,,1,,,,no evidence,,0,mp-votes.html#mp-5350,No recorded activity on this area (ledger from 2026-02-03),,
"Ben Obese-Jecty (Conservative, Huntingdon)",,,1,,,,no evidence,,0,mp-votes.html#mp-5089,No recorded activity on this area (ledger from 2026-02-03),,
"Bill Esterson (Labour, Sefton Central)",,,1,,,,no evidence,,0,mp-votes.html#mp-4061,No recorded activity on this area (ledger from 2026-02-03),,
"Blake Stephenson (Conservative, Mid Bedfordshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5100,No recorded activity on this area (ledger from 2026-02-03),,
"Bob Blackman (Conservative, Harrow East)",,,1,,,,no evidence,,0,mp-votes.html#mp-4005,No recorded activity on this area (ledger from 2026-02-03),,
"Bobby Dean (Liberal Democrat, Carshalton and Wallington)",,,1,,,,no evidence,,0,mp-votes.html#mp-5083,No recorded activity on this area (ledger from 2026-02-03),,
"Bradley Thomas (Conservative, Bromsgrove)",,,1,,,,no evidence,,0,mp-votes.html#mp-5186,No recorded activity on this area (ledger from 2026-02-03),,
"Brian Leishman (Labour, Alloa and Grangemouth)",,,1,,,,no evidence,,0,mp-votes.html#mp-5196,No recorded activity on this area (ledger from 2026-02-03),,
"Brian Mathew (Liberal Democrat, Melksham and Devizes)",,,1,,,,no evidence,,0,mp-votes.html#mp-5214,No recorded activity on this area (ledger from 2026-02-03),,
"Callum Anderson (Labour, Buckingham and Bletchley)",,,1,,,,no evidence,,0,mp-votes.html#mp-5193,No recorded activity on this area (ledger from 2026-02-03),,
"Calum Miller (Liberal Democrat, Bicester and Woodstock)",,,1,,,,no evidence,,0,mp-votes.html#mp-5346,No recorded activity on this area (ledger from 2026-02-03),,
"Cameron Thomas (Independent, Tewkesbury)",,,1,,,,no evidence,,0,mp-votes.html#mp-5354,No recorded activity on this area (ledger from 2026-02-03),,
"Carla Denyer (Green Party, Bristol Central)",,,1,,,,no evidence,,0,mp-votes.html#mp-5102,No recorded activity on this area (ledger from 2026-02-03),,
"Caroline Voaden (Liberal Democrat, South Devon)",,,1,,,,no evidence,,0,mp-votes.html#mp-5216,No recorded activity on this area (ledger from 2026-02-03),,
"Cat Smith (Labour, Lancaster and Wyre)",,,1,,,,no evidence,,0,mp-votes.html#mp-4436,No recorded activity on this area (ledger from 2026-02-03),,
"Catherine Atkinson (Labour, Derby North)",,,1,,,,no evidence,,0,mp-votes.html#mp-5143,No recorded activity on this area (ledger from 2026-02-03),,
"Catherine Fookes (Labour, Monmouthshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5291,No recorded activity on this area (ledger from 2026-02-03),,
"Catherine McKinnell (Labour, Newcastle upon Tyne North)",,,1,,,,no evidence,,0,mp-votes.html#mp-4125,No recorded activity on this area (ledger from 2026-02-03),,
"Charlie Dewhirst (Conservative, Bridlington and The Wolds)",,,1,,,,no evidence,,0,mp-votes.html#mp-5169,No recorded activity on this area (ledger from 2026-02-03),,
"Charlie Maynard (Liberal Democrat, Witney)",,,1,,,,no evidence,,0,mp-votes.html#mp-5325,No recorded activity on this area (ledger from 2026-02-03),,
"Charlotte Cane (Liberal Democrat, Ely and East Cambridgeshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5182,No recorded activity on this area (ledger from 2026-02-03),,
"Charlotte Nichols (Labour, Warrington North)",,,1,,,,no evidence,,0,mp-votes.html#mp-4799,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Bloore (Labour, Redditch)",,,1,,,,no evidence,,0,mp-votes.html#mp-5109,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Bryant (Labour, Rhondda and Ogmore)",,,1,,,,no evidence,,0,mp-votes.html#mp-1446,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Coghlan (Liberal Democrat, Dorking and Horley)",,,1,,,,no evidence,,0,mp-votes.html#mp-5198,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Curtis (Labour, Milton Keynes North)",,,1,,,,no evidence,,0,mp-votes.html#mp-5118,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Elmore (Labour, Bridgend)",,,1,,,,no evidence,,0,mp-votes.html#mp-4572,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Evans (Labour (Co-op), Caerphilly)",,,1,,,,no evidence,,0,mp-votes.html#mp-4040,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Hazzard (Sinn Féin, South Down)",,,1,,,,no evidence,,0,mp-votes.html#mp-4636,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Hinchliff (Labour, North East Hertfordshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5244,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Kane (Labour, Stirling and Strathallan)",,,1,,,,no evidence,,0,mp-votes.html#mp-5155,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Law (Scottish National Party, Dundee Central)",,,1,,,,no evidence,,0,mp-votes.html#mp-4403,No recorded activity on this area (ledger from 2026-02-03),,
"Chris McDonald (Labour, Stockton North)",,,1,,,,no evidence,,0,mp-votes.html#mp-5116,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Murray (Labour, Edinburgh East and Musselburgh)",,,1,,,,no evidence,,0,mp-votes.html#mp-5245,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Vince (Labour (Co-op), Harlow)",,,1,,,,no evidence,,0,mp-votes.html#mp-5237,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Ward (Labour, Brighton Kemptown and Peacehaven)",,,1,,,,no evidence,,0,mp-votes.html#mp-5276,No recorded activity on this area (ledger from 2026-02-03),,
"Chris Webb (Labour, Blackpool South)",,,1,,,,no evidence,,0,mp-votes.html#mp-5025,No recorded activity on this area (ledger from 2026-02-03),,
"Christian Wakeford (Labour, Bury South)",,,1,,,,no evidence,,0,mp-votes.html#mp-4871,No recorded activity on this area (ledger from 2026-02-03),,
"Claire Coutinho (Conservative, East Surrey)",,,1,,,,no evidence,,0,mp-votes.html#mp-4806,No recorded activity on this area (ledger from 2026-02-03),,
"Claire Hanna (Social Democratic & Labour Party, Belfast South and Mid Down)",,,1,,,,no evidence,,0,mp-votes.html#mp-4827,No recorded activity on this area (ledger from 2026-02-03),,
"Claire Hughes (Labour, Bangor Aberconwy)",,,1,,,,no evidence,,0,mp-votes.html#mp-5113,No recorded activity on this area (ledger from 2026-02-03),,
"Claire Young (Liberal Democrat, Thornbury and Yate)",,,1,,,,no evidence,,0,mp-votes.html#mp-5140,No recorded activity on this area (ledger from 2026-02-03),,
"Clive Efford (Labour, Eltham and Chislehurst)",,,1,,,,no evidence,,0,mp-votes.html#mp-165,No recorded activity on this area (ledger from 2026-02-03),,
"Clive Jones (Liberal Democrat, Wokingham)",,,1,,,,no evidence,,0,mp-votes.html#mp-5207,No recorded activity on this area (ledger from 2026-02-03),,
"Clive Lewis (Labour, Norwich South)",,,1,,,,no evidence,,0,mp-votes.html#mp-4500,No recorded activity on this area (ledger from 2026-02-03),,
"Colum Eastwood (Social Democratic & Labour Party, Foyle)",,,1,,,,no evidence,,0,mp-votes.html#mp-4846,No recorded activity on this area (ledger from 2026-02-03),,
"Connor Naismith (Labour, Crewe and Nantwich)",,,1,,,,no evidence,,0,mp-votes.html#mp-5273,No recorded activity on this area (ledger from 2026-02-03),,
"Dame Angela Eagle (Labour, Wallasey)",,,1,,,,no evidence,,0,mp-votes.html#mp-491,No recorded activity on this area (ledger from 2026-02-03),,
"Dame Chi Onwurah (Labour, Newcastle upon Tyne Central and West)",,,1,,,,no evidence,,0,mp-votes.html#mp-4124,No recorded activity on this area (ledger from 2026-02-03),,
"Dame Harriett Baldwin (Conservative, West Worcestershire)",,,1,,,,no evidence,,0,mp-votes.html#mp-4107,No recorded activity on this area (ledger from 2026-02-03),,
"Dame Meg Hillier (Labour (Co-op), Hackney South and Shoreditch)",,,1,,,,no evidence,,0,mp-votes.html#mp-1524,No recorded activity on this area (ledger from 2026-02-03),,
"Damien Egan (Labour, Bristol North East)",,,1,,,,no evidence,,0,mp-votes.html#mp-5010,No recorded activity on this area (ledger from 2026-02-03),,
"Dan Aldridge (Labour, Weston-super-Mare)",,,1,,,,no evidence,,0,mp-votes.html#mp-5172,No recorded activity on this area (ledger from 2026-02-03),,
"Dan Carden (Labour, Liverpool Walton)",,,1,,,,no evidence,,0,mp-votes.html#mp-4651,No recorded activity on this area (ledger from 2026-02-03),,
"Dan Jarvis (Labour, Barnsley North)",,,1,,,,no evidence,,0,mp-votes.html#mp-4243,No recorded activity on this area (ledger from 2026-02-03),,
"Dan Norris (Independent, North East Somerset and Hanham)",,,1,,,,no evidence,,0,mp-votes.html#mp-221,No recorded activity on this area (ledger from 2026-02-03),,
"Dan Tomlinson (Labour, Chipping Barnet)",,,1,,,,no evidence,,0,mp-votes.html#mp-5282,No recorded activity on this area (ledger from 2026-02-03),,
"Daniel Francis (Labour, Bexleyheath and Crayford)",,,1,,,,no evidence,,0,mp-votes.html#mp-5184,No recorded activity on this area (ledger from 2026-02-03),,
"Daniel Zeichner (Labour, Cambridge)",,,1,,,,no evidence,,0,mp-votes.html#mp-4382,No recorded activity on this area (ledger from 2026-02-03),,
"Danny Beales (Labour, Uxbridge and South Ruislip)",,,1,,,,no evidence,,0,mp-votes.html#mp-5339,No recorded activity on this area (ledger from 2026-02-03),,
"Darren Jones (Labour, Bristol North West)",,,1,,,,no evidence,,0,mp-votes.html#mp-4621,No recorded activity on this area (ledger from 2026-02-03),,
"Darren Paffey (Labour, Southampton Itchen)",,,1,,,,no evidence,,0,mp-votes.html#mp-5270,No recorded activity on this area (ledger from 2026-02-03),,
"Dave Doogan (Scottish National Party, Angus and Perthshire Glens)",,,1,,,,no evidence,,0,mp-votes.html#mp-4736,No recorded activity on this area (ledger from 2026-02-03),,
"David Baines (Labour, St Helens North)",,,1,,,,no evidence,,0,mp-votes.html#mp-5092,No recorded activity on this area (ledger from 2026-02-03),,
"David Burton-Sampson (Labour, Southend West and Leigh)",,,1,,,,no evidence,,0,mp-votes.html#mp-5106,No recorded activity on this area (ledger from 2026-02-03),,
"David Chadwick (Liberal Democrat, Brecon, Radnor and Cwm Tawe)",,,1,,,,no evidence,,0,mp-votes.html#mp-5284,No recorded activity on this area (ledger from 2026-02-03),,
"David Davis (Conservative, Goole and Pocklington)",,,1,,,,no evidence,,0,mp-votes.html#mp-373,No recorded activity on this area (ledger from 2026-02-03),,
"David Pinto-Duschinsky (Labour, Hendon)",,,1,,,,no evidence,,0,mp-votes.html#mp-5360,No recorded activity on this area (ledger from 2026-02-03),,
"David Reed (Conservative, Exmouth and Exeter East)",,,1,,,,no evidence,,0,mp-votes.html#mp-5347,No recorded activity on this area (ledger from 2026-02-03),,
"David Simmonds (Conservative, Ruislip, Northwood and Pinner)",,,1,,,,no evidence,,0,mp-votes.html#mp-4872,No recorded activity on this area (ledger from 2026-02-03),,
"David Smith (Labour, North Northumberland)",,,1,,,,no evidence,,0,mp-votes.html#mp-5218,No recorded activity on this area (ledger from 2026-02-03),,
"David Taylor (Labour, Hemel Hempstead)",,,1,,,,no evidence,,0,mp-votes.html#mp-5348,No recorded activity on this area (ledger from 2026-02-03),,
"David Williams (Labour, Stoke-on-Trent North)",,,1,,,,no evidence,,0,mp-votes.html#mp-5151,No recorded activity on this area (ledger from 2026-02-03),,
"Debbie Abrahams (Labour, Oldham East and Saddleworth)",,,1,,,,no evidence,,0,mp-votes.html#mp-4212,No recorded activity on this area (ledger from 2026-02-03),,
"Derek Twigg (Labour, Widnes and Halewood)",,,1,,,,no evidence,,0,mp-votes.html#mp-429,No recorded activity on this area (ledger from 2026-02-03),,
"Douglas Lumsden (Conservative, Aberdeen South)",,,1,,,,no evidence,,0,mp-votes.html#mp-5450,No recorded activity on this area (ledger from 2026-02-03),,
"Douglas McAllister (Labour, West Dunbartonshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5057,No recorded activity on this area (ledger from 2026-02-03),,
"Dr Al Pinkerton (Liberal Democrat, Surrey Heath)",,,1,,,,no evidence,,0,mp-votes.html#mp-5288,No recorded activity on this area (ledger from 2026-02-03),,
"Dr Allison Gardner (Labour, Stoke-on-Trent South)",,,1,,,,no evidence,,0,mp-votes.html#mp-5334,No recorded activity on this area (ledger from 2026-02-03),,
"Dr Andrew Murrison (Conservative, South West Wiltshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-1466,No recorded activity on this area (ledger from 2026-02-03),,
"Dr Beccy Cooper (Labour, Worthing West)",,,1,,,,no evidence,,0,mp-votes.html#mp-5307,No recorded activity on this area (ledger from 2026-02-03),,
"Dr Ben Spencer (Conservative, Runnymede and Weybridge)",,,1,,,,no evidence,,0,mp-votes.html#mp-4785,No recorded activity on this area (ledger from 2026-02-03),,
"Dr Caroline Johnson (Conservative, Sleaford and North Hykeham)",,,1,,,,no evidence,,0,mp-votes.html#mp-4592,No recorded activity on this area (ledger from 2026-02-03),,
"Dr Danny Chambers (Liberal Democrat, Winchester)",,,1,,,,no evidence,,0,mp-votes.html#mp-5304,No recorded activity on this area (ledger from 2026-02-03),,
"Dr Ellie Chowns (Green Party, North Herefordshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5249,No recorded activity on this area (ledger from 2026-02-03),,
"Dr Jeevun Sandher (Labour, Loughborough)",,,1,,,,no evidence,,0,mp-votes.html#mp-5259,No recorded activity on this area (ledger from 2026-02-03),,
"Dr Lauren Sullivan (Labour, Gravesham)",,,1,,,,no evidence,,0,mp-votes.html#mp-5269,No recorded activity on this area (ledger from 2026-02-03),,
"Dr Marie Tidball (Labour, Penistone and Stocksbridge)",,,1,,,,no evidence,,0,mp-votes.html#mp-5098,No recorded activity on this area (ledger from 2026-02-03),,
"Dr Neil Hudson (Conservative, Epping Forest)",,,1,,,,no evidence,,0,mp-votes.html#mp-4853,No recorded activity on this area (ledger from 2026-02-03),,
"Dr Neil Shastri-Hurst (Conservative, Solihull West and Shirley)",,,1,,,,no evidence,,0,mp-votes.html#mp-5197,No recorded activity on this area (ledger from 2026-02-03),,
"Dr Peter Prinsley (Labour, Bury St Edmunds and Stowmarket)",,,1,,,,no evidence,,0,mp-votes.html#mp-5163,No recorded activity on this area (ledger from 2026-02-03),,
"Dr Rosena Allin-Khan (Labour, Tooting)",,,1,,,,no evidence,,0,mp-votes.html#mp-4573,No recorded activity on this area (ledger from 2026-02-03),,
"Dr Roz Savage (Liberal Democrat, South Cotswolds)",,,1,,,,no evidence,,0,mp-votes.html#mp-5352,No recorded activity on this area (ledger from 2026-02-03),,
"Dr Rupa Huq (Labour, Ealing Central and Acton)",,,1,,,,no evidence,,0,mp-votes.html#mp-4511,No recorded activity on this area (ledger from 2026-02-03),,
"Dr Scott Arthur (Labour, Edinburgh South West)",,,1,,,,no evidence,,0,mp-votes.html#mp-5212,No recorded activity on this area (ledger from 2026-02-03),,
"Dr Simon Opher (Labour, Stroud)",,,1,,,,no evidence,,0,mp-votes.html#mp-5030,No recorded activity on this area (ledger from 2026-02-03),,
"Dr Zubir Ahmed (Labour, Glasgow South West)",,,1,,,,no evidence,,0,mp-votes.html#mp-5213,No recorded activity on this area (ledger from 2026-02-03),,
"Dáire Hughes (Sinn Féin, Newry and Armagh)",,,1,,,,no evidence,,0,mp-votes.html#mp-5292,No recorded activity on this area (ledger from 2026-02-03),,
"Ed Davey (Liberal Democrat, Kingston and Surbiton)",,,1,,,,no evidence,,0,mp-votes.html#mp-188,No recorded activity on this area (ledger from 2026-02-03),,
"Ed Miliband (Labour, Doncaster North)",,,1,,,,no evidence,,0,mp-votes.html#mp-1510,No recorded activity on this area (ledger from 2026-02-03),,
"Edward Morello (Liberal Democrat, West Dorset)",,,1,,,,no evidence,,0,mp-votes.html#mp-5326,No recorded activity on this area (ledger from 2026-02-03),,
"Elaine Stewart (Labour, Ayr, Carrick and Cumnock)",,,1,,,,no evidence,,0,mp-votes.html#mp-5206,No recorded activity on this area (ledger from 2026-02-03),,
"Ellie Reeves (Labour, Lewisham West and East Dulwich)",,,1,,,,no evidence,,0,mp-votes.html#mp-4620,No recorded activity on this area (ledger from 2026-02-03),,
"Emily Darlington (Labour, Milton Keynes Central)",,,1,,,,no evidence,,0,mp-votes.html#mp-5139,No recorded activity on this area (ledger from 2026-02-03),,
"Emma Foody (Labour (Co-op), Cramlington and Killingworth)",,,1,,,,no evidence,,0,mp-votes.html#mp-5029,No recorded activity on this area (ledger from 2026-02-03),,
"Emma Hardy (Labour, Kingston upon Hull West and Haltemprice)",,,1,,,,no evidence,,0,mp-votes.html#mp-4645,No recorded activity on this area (ledger from 2026-02-03),,
"Emma Lewell (Labour, South Shields)",,,1,,,,no evidence,,0,mp-votes.html#mp-4277,No recorded activity on this area (ledger from 2026-02-03),,
"Emma Reynolds (Labour, Wycombe)",,,1,,,,no evidence,,0,mp-votes.html#mp-4077,No recorded activity on this area (ledger from 2026-02-03),,
"Euan Stainbank (Labour, Falkirk)",,,1,,,,no evidence,,0,mp-votes.html#mp-5110,No recorded activity on this area (ledger from 2026-02-03),,
"Feryal Clark (Labour, Enfield North)",,,1,,,,no evidence,,0,mp-votes.html#mp-4822,No recorded activity on this area (ledger from 2026-02-03),,
"Fleur Anderson (Labour, Putney)",,,1,,,,no evidence,,0,mp-votes.html#mp-4788,No recorded activity on this area (ledger from 2026-02-03),,
"Florence Eshalomi (Labour (Co-op), Vauxhall and Camberwell Green)",,,1,,,,no evidence,,0,mp-votes.html#mp-4870,No recorded activity on this area (ledger from 2026-02-03),,
"Fred Thomas (Labour, Plymouth Moor View)",,,1,,,,no evidence,,0,mp-votes.html#mp-5174,No recorded activity on this area (ledger from 2026-02-03),,
"Gareth Bacon (Conservative, Orpington)",,,1,,,,no evidence,,0,mp-votes.html#mp-4798,No recorded activity on this area (ledger from 2026-02-03),,
"Gareth Davies (Conservative, Grantham and Bourne)",,,1,,,,no evidence,,0,mp-votes.html#mp-4850,No recorded activity on this area (ledger from 2026-02-03),,
"Gareth Snell (Labour (Co-op), Stoke-on-Trent Central)",,,1,,,,no evidence,,0,mp-votes.html#mp-4595,No recorded activity on this area (ledger from 2026-02-03),,
"Gareth Thomas (Labour (Co-op), Harrow West)",,,1,,,,no evidence,,0,mp-votes.html#mp-177,No recorded activity on this area (ledger from 2026-02-03),,
"Gavin Robinson (Democratic Unionist Party, Belfast East)",,,1,,,,no evidence,,0,mp-votes.html#mp-4360,No recorded activity on this area (ledger from 2026-02-03),,
"Gen Kitchen (Labour, Wellingborough and Rushden)",,,1,,,,no evidence,,0,mp-votes.html#mp-5011,No recorded activity on this area (ledger from 2026-02-03),,
"George Freeman (Conservative, Mid Norfolk)",,,1,,,,no evidence,,0,mp-votes.html#mp-4020,No recorded activity on this area (ledger from 2026-02-03),,
"Georgia Gould (Labour, Queen's Park and Maida Vale)",,,1,,,,no evidence,,0,mp-votes.html#mp-5305,No recorded activity on this area (ledger from 2026-02-03),,
"Gideon Amos (Liberal Democrat, Taunton and Wellington)",,,1,,,,no evidence,,0,mp-votes.html#mp-5250,No recorded activity on this area (ledger from 2026-02-03),,
"Gill Furniss (Labour, Sheffield Brightside and Hillsborough)",,,1,,,,no evidence,,0,mp-votes.html#mp-4571,No recorded activity on this area (ledger from 2026-02-03),,
"Gill German (Labour, Clwyd North)",,,1,,,,no evidence,,0,mp-votes.html#mp-5104,No recorded activity on this area (ledger from 2026-02-03),,
"Gordon McKee (Labour, Glasgow South)",,,1,,,,no evidence,,0,mp-votes.html#mp-5189,No recorded activity on this area (ledger from 2026-02-03),,
"Graeme Downie (Labour, Dunfermline and Dollar)",,,1,,,,no evidence,,0,mp-votes.html#mp-5275,No recorded activity on this area (ledger from 2026-02-03),,
"Graham Leadbitter (Scottish National Party, Moray West, Nairn and Strathspey)",,,1,,,,no evidence,,0,mp-votes.html#mp-5277,No recorded activity on this area (ledger from 2026-02-03),,
"Graham Stringer (Labour, Blackley and Middleton South)",,,1,,,,no evidence,,0,mp-votes.html#mp-449,No recorded activity on this area (ledger from 2026-02-03),,
"Graham Stuart (Conservative, Beverley and Holderness)",,,1,,,,no evidence,,0,mp-votes.html#mp-1482,No recorded activity on this area (ledger from 2026-02-03),,
"Grahame Morris (Labour, Easington)",,,1,,,,no evidence,,0,mp-votes.html#mp-3973,No recorded activity on this area (ledger from 2026-02-03),,
"Greg Smith (Conservative, Mid Buckinghamshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-4778,No recorded activity on this area (ledger from 2026-02-03),,
"Gregor Poynton (Labour, Livingston)",,,1,,,,no evidence,,0,mp-votes.html#mp-5167,No recorded activity on this area (ledger from 2026-02-03),,
"Gregory Stafford (Conservative, Farnham and Bordon)",,,1,,,,no evidence,,0,mp-votes.html#mp-5351,No recorded activity on this area (ledger from 2026-02-03),,
"Gurinder Singh Josan (Labour, Smethwick)",,,1,,,,no evidence,,0,mp-votes.html#mp-5059,No recorded activity on this area (ledger from 2026-02-03),,
"Hannah Spencer (Green Party, Gorton and Denton)",,,1,,,,no evidence,,0,mp-votes.html#mp-5447,No recorded activity on this area (ledger from 2026-02-03),,
"Harpreet Uppal (Labour, Huddersfield)",,,1,,,,no evidence,,0,mp-votes.html#mp-5289,No recorded activity on this area (ledger from 2026-02-03),,
"Heidi Alexander (Labour, Swindon South)",,,1,,,,no evidence,,0,mp-votes.html#mp-4038,No recorded activity on this area (ledger from 2026-02-03),,
"Helen Grant (Conservative, Maidstone and Malling)",,,1,,,,no evidence,,0,mp-votes.html#mp-4018,No recorded activity on this area (ledger from 2026-02-03),,
"Helen Hayes (Labour, Dulwich and West Norwood)",,,1,,,,no evidence,,0,mp-votes.html#mp-4510,No recorded activity on this area (ledger from 2026-02-03),,
"Helen Maguire (Liberal Democrat, Epsom and Ewell)",,,1,,,,no evidence,,0,mp-votes.html#mp-5336,No recorded activity on this area (ledger from 2026-02-03),,
"Helen Morgan (Liberal Democrat, North Shropshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-4934,No recorded activity on this area (ledger from 2026-02-03),,
"Helen Whately (Conservative, Faversham and Mid Kent)",,,1,,,,no evidence,,0,mp-votes.html#mp-4527,No recorded activity on this area (ledger from 2026-02-03),,
"Helena Dollimore (Labour (Co-op), Hastings and Rye)",,,1,,,,no evidence,,0,mp-votes.html#mp-5192,No recorded activity on this area (ledger from 2026-02-03),,
"Henry Tufnell (Labour, Mid and South Pembrokeshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5121,No recorded activity on this area (ledger from 2026-02-03),,
"Hilary Benn (Labour, Leeds South)",,,1,,,,no evidence,,0,mp-votes.html#mp-413,No recorded activity on this area (ledger from 2026-02-03),,
"Ian Lavery (Labour, Blyth and Ashington)",,,1,,,,no evidence,,0,mp-votes.html#mp-4139,No recorded activity on this area (ledger from 2026-02-03),,
"Ian Murray (Labour, Edinburgh South)",,,1,,,,no evidence,,0,mp-votes.html#mp-3966,No recorded activity on this area (ledger from 2026-02-03),,
"Ian Roome (Liberal Democrat, North Devon)",,,1,,,,no evidence,,0,mp-votes.html#mp-5138,No recorded activity on this area (ledger from 2026-02-03),,
"Ian Sollom (Liberal Democrat, St Neots and Mid Cambridgeshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5096,No recorded activity on this area (ledger from 2026-02-03),,
"Imogen Walker (Labour, Hamilton and Clyde Valley)",,,1,,,,no evidence,,0,mp-votes.html#mp-5136,No recorded activity on this area (ledger from 2026-02-03),,
"Imran Hussain (Labour, Bradford East)",,,1,,,,no evidence,,0,mp-votes.html#mp-4394,No recorded activity on this area (ledger from 2026-02-03),,
"Irene Campbell (Labour, North Ayrshire and Arran)",,,1,,,,no evidence,,0,mp-votes.html#mp-5145,No recorded activity on this area (ledger from 2026-02-03),,
"Jack Abbott (Labour (Co-op), Ipswich)",,,1,,,,no evidence,,0,mp-votes.html#mp-5131,No recorded activity on this area (ledger from 2026-02-03),,
"Jacob Collier (Labour, Burton and Uttoxeter)",,,1,,,,no evidence,,0,mp-votes.html#mp-5077,No recorded activity on this area (ledger from 2026-02-03),,
"Jade Botterill (Labour, Ossett and Denby Dale)",,,1,,,,no evidence,,0,mp-votes.html#mp-5236,No recorded activity on this area (ledger from 2026-02-03),,
"Jake Richards (Labour, Rother Valley)",,,1,,,,no evidence,,0,mp-votes.html#mp-5082,No recorded activity on this area (ledger from 2026-02-03),,
"James Asser (Labour, West Ham and Beckton)",,,1,,,,no evidence,,0,mp-votes.html#mp-5211,No recorded activity on this area (ledger from 2026-02-03),,
"James MacCleary (Liberal Democrat, Lewes)",,,1,,,,no evidence,,0,mp-votes.html#mp-5265,No recorded activity on this area (ledger from 2026-02-03),,
"James McMurdock (Independent, South Basildon and East Thurrock)",,,1,,,,no evidence,,0,mp-votes.html#mp-5361,No recorded activity on this area (ledger from 2026-02-03),,
"James Murray (Labour (Co-op), Ealing North)",,,1,,,,no evidence,,0,mp-votes.html#mp-4797,No recorded activity on this area (ledger from 2026-02-03),,
"James Naish (Labour, Rushcliffe)",,,1,,,,no evidence,,0,mp-votes.html#mp-5047,No recorded activity on this area (ledger from 2026-02-03),,
"James Wild (Conservative, North West Norfolk)",,,1,,,,no evidence,,0,mp-votes.html#mp-4787,No recorded activity on this area (ledger from 2026-02-03),,
"Jamie Stone (Liberal Democrat, Caithness, Sutherland and Easter Ross)",,,1,,,,no evidence,,0,mp-votes.html#mp-4612,No recorded activity on this area (ledger from 2026-02-03),,
"Janet Daby (Labour, Lewisham East)",,,1,,,,no evidence,,0,mp-votes.html#mp-4698,No recorded activity on this area (ledger from 2026-02-03),,
"Jas Athwal (Labour, Ilford South)",,,1,,,,no evidence,,0,mp-votes.html#mp-5227,No recorded activity on this area (ledger from 2026-02-03),,
"Jayne Kirkham (Labour (Co-op), Truro and Falmouth)",,,1,,,,no evidence,,0,mp-votes.html#mp-5279,No recorded activity on this area (ledger from 2026-02-03),,
"Jen Craft (Labour, Thurrock)",,,1,,,,no evidence,,0,mp-votes.html#mp-5056,No recorded activity on this area (ledger from 2026-02-03),,
"Jess Asato (Labour, Lowestoft)",,,1,,,,no evidence,,0,mp-votes.html#mp-5156,No recorded activity on this area (ledger from 2026-02-03),,
"Jesse Norman (Conservative, Hereford and South Herefordshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-3991,No recorded activity on this area (ledger from 2026-02-03),,
"Jessica Morden (Labour, Newport East)",,,1,,,,no evidence,,0,mp-votes.html#mp-1548,No recorded activity on this area (ledger from 2026-02-03),,
"Jessica Toale (Labour, Bournemouth West)",,,1,,,,no evidence,,0,mp-votes.html#mp-5202,No recorded activity on this area (ledger from 2026-02-03),,
"Jim Allister (Traditional Unionist Voice, North Antrim)",,,1,,,,no evidence,,0,mp-votes.html#mp-5356,No recorded activity on this area (ledger from 2026-02-03),,
"Jim Dickson (Labour, Dartford)",,,1,,,,no evidence,,0,mp-votes.html#mp-5223,No recorded activity on this area (ledger from 2026-02-03),,
"Jo Stevens (Labour, Cardiff East)",,,1,,,,no evidence,,0,mp-votes.html#mp-4425,No recorded activity on this area (ledger from 2026-02-03),,
"Jo White (Labour, Bassetlaw)",,,1,,,,no evidence,,0,mp-votes.html#mp-5105,No recorded activity on this area (ledger from 2026-02-03),,
"Joani Reid (Labour, East Kilbride and Strathaven)",,,1,,,,no evidence,,0,mp-votes.html#mp-5079,No recorded activity on this area (ledger from 2026-02-03),,
